,previous_5_turn,question,next_5_turn,categorie,annotateur
586,#spk1 : qu'est-ce que je vais te poser euh comme question ? pendant tes loisirs qu'est-ce que tu fais ?est-ce que tu fais du sport euh tu écoutes de la musique euh?|#spk3 : alors euh bè écoute euh il fût un moment où j'étais très sportive  l'hiver|#spk1 : est-ce que quel conseil tu pourrais lui donner? l: alors|#spk3 : écoute moi l'hiver je fais du ski comme sport et après euh bè l'été je fais un peu de tennis j'essaye euh bon je fais de du sport deux fois par semaine déjà je fais euh.|,mais le t- euh tu fais du tennis euh enfin tu es inscrite où?,#spk3 : non mais non en fait c'est mon fils surtout qui en joue qui est ins -qui lui s'inscrit de temps en temps dans des dans des clubs comme ça d'été ou pendant les vacances  et nous on en fait avec lui quoi mais sinon moi je fais ça tout-à-fait euh vraiment en amateur complet  mais sinon avant c'est vrai que je faisais pas mal de avec euh on faisait pas mal de de planche à voile tout ça on fait plus maintenant parce que notre matériel il est il est complètement obsolète il faudrait tout changer quoi.|#spk1 : tu en faisais où de la planche à voile?|#spk3 : on en faisait au lac de la ganguise je sais pas si tu vois où c'est ça? euh pff c'est en allant sur euh sur la mer hein  du côté de la mer.||,spontané,Martin
587,#spk1 : est-ce que quel conseil tu pourrais lui donner? l: alors|#spk3 : écoute moi l'hiver je fais du ski comme sport et après euh bè l'été je fais un peu de tennis j'essaye euh bon je fais de du sport deux fois par semaine déjà je fais euh.|#spk3 : mais euh sinon euh quel conseil je pourrais donner euh t- tu peux faire tous les sports que tu veux à toulouse en fait hein|#spk1 : mais le t- euh tu fais du tennis euh enfin tu es inscrite où?|,tu en faisais où de la planche à voile?,#spk3 : on en faisait au lac de la ganguise je sais pas si tu vois où c'est ça? euh pff c'est en allant sur euh sur la mer hein  du côté de la mer.||,spontané,Martin
588,#spk2 : sinon on allait pas mal à la mer aussi hein dans les étangs.  sinon tu as le lac de la ganguise ouais qui est un lac vraiment fait pour ça quoi il y a beaucoup de vent c'est bien venté c'est euh on  f- on on y fait du voilier aussi pas mal.|#spk1 : et il faut y il faut y apporter sa planche là il n'y a il n'y a pas de structure|#spk2 : y avoir si je pense qu'il y a une structure maintenant où tu peux louer ouais .nous à l'époque on y allait c'était euh sauvage comme tout il y avait rien hein et en fait ce sont les planchistes et les et ceux qui faisaient du voilier qui petit à petit sont allés là après je crois qu'il s'est monté un club euh tu dois avoir ça maintenant.|,pyrénées ou alpes?,#spk2 : pyrénées essentiellement oui.|#spk1 : c'est bien les pyrénées pour euh? l: ah|#spk2 : oui oui moi j'aime beaucoup oui oui  j'aime beaucoup les pyrénées pour faire du ski pas de problème  quand il y a de la neige!  non mais là ça fait quelques années qu'il y en a quand même.|#spk1 : et tu vas où à ?|,spontané,Martin
589,#spk2 : mais on n'en fait plus nous on a vraiment comme activité qu'on a gardée euh qu'on a gardée c'est le ski quoi ça c'est le bon on fait tous les quatre on fait du ski maintenant|#spk1 : pyrénées ou alpes?|#spk2 : pyrénées essentiellement oui.|#spk1 : c'est bien les pyrénées pour euh? l: ah|,et tu vas où à ?,#spk2 : ecoute on va beaucoup nous à à porté-puymorens mais on va aussi euh pff aux angles on va dans u- dans la région des pyrénées orientales.|#spk2 : parce que nous on a des amis alors souvent c'est vrai que quand on y va on y va pour deux-trois jours ou ou le week-end au moins bon et puis toutes les vacances à chaque fois et une semaine à noël en général une semaine quand on peut en février enfin pas cette année parce que nos vacances elles ont été un peu écourtées mais mais voilà sinon oui le plus possible.|#spk1 : o.k ben écoute je te remercie.||,spontané,Martin
590,0,et ta famille vous êtes une euh tu as des frères tu as des soeurs vous êtes nombreux?,#spk2 : trois frères  trois frères oui.|#spk1 : et euh eux ausssi parlent enfin euh est-ce qu'aussi ils ont été sensibilisés au à l'- à l'occitan?|#spk2 : ah euh surtout mon frère aîné après moins parce que mes frè- après j'ai des frères plus jeunes mais euh je crois que c'est surtout mon frère aîné oui qui a été sen- comme moi qui a été dans ce bain plus on a été plus nous euh nous les deux là les deux grands que les deux autres.|#spk1 : où est-ce que tu es allée à l'- à l'école c'était l'école du village même c'était?|,spontané,Martin
591,#spk2 : la deuxième maison aussi je crois non enfin la non la la troisième maison aussi elle était à la campagne bien que mon père était gendarme il partait tous les jours euh travailler et il prenait la voiture donc nous on était on habitait en campagne quand même c'était une grande chance ça. je garde un très bon souvenir de ces de ces deux maisons à la campagne où j'ai habité quoi.|#spk1 : et ta famille vous êtes une euh tu as des frères tu as des soeurs vous êtes nombreux?|,et euh eux ausssi parlent enfin euh est-ce qu'aussi ils ont été sensibilisés au à l'- à l'occitan?,#spk2 : ah euh surtout mon frère aîné après moins parce que mes frè- après j'ai des frères plus jeunes mais euh je crois que c'est surtout mon frère aîné oui qui a été sen- comme moi qui a été dans ce bain plus on a été plus nous euh nous les deux là les deux grands que les deux autres.|#spk1 : où est-ce que tu es allée à l'- à l'école c'était l'école du village même c'était?|#spk2 : euh non j'ai été à carmaux à l'école donc c'était quand même une petite ville euh de mineurs carmaux donc j'ai toujours été euh en v- en ville enfin disons des villes plus ou moins grandes mais en ville .|#spk1 : elle était loin de chez toi l'école?|,spontané,Martin
592,#spk2 : la deuxième maison aussi je crois non enfin la non la la troisième maison aussi elle était à la campagne bien que mon père était gendarme il partait tous les jours euh travailler et il prenait la voiture donc nous on était on habitait en campagne quand même c'était une grande chance ça. je garde un très bon souvenir de ces de ces deux maisons à la campagne où j'ai habité quoi.|#spk1 : et ta famille vous êtes une euh tu as des frères tu as des soeurs vous êtes nombreux?|#spk2 : trois frères  trois frères oui.|#spk1 : et euh eux ausssi parlent enfin euh est-ce qu'aussi ils ont été sensibilisés au à l'- à l'occitan?|,où est-ce que tu es allée à l'- à l'école c'était l'école du village même c'était?,#spk2 : euh non j'ai été à carmaux à l'école donc c'était quand même une petite ville euh de mineurs carmaux donc j'ai toujours été euh en v- en ville enfin disons des villes plus ou moins grandes mais en ville .|#spk1 : elle était loin de chez toi l'école?|#spk2 : euh pff comment on va dire deux kilomètres oui. on y allait euh on y allait euh en voiture enfin on avait pas au début on y allait à pieds parfois à pieds oui parfois euh en mobylette ou en moto mon père il avait une moto à l'époque je me souviens de ça ouais qu'il nous prenait des fois à l'école en moto .||,spontané,Martin
593,#spk2 : trois frères  trois frères oui.|#spk1 : et euh eux ausssi parlent enfin euh est-ce qu'aussi ils ont été sensibilisés au à l'- à l'occitan?|#spk2 : ah euh surtout mon frère aîné après moins parce que mes frè- après j'ai des frères plus jeunes mais euh je crois que c'est surtout mon frère aîné oui qui a été sen- comme moi qui a été dans ce bain plus on a été plus nous euh nous les deux là les deux grands que les deux autres.|#spk1 : où est-ce que tu es allée à l'- à l'école c'était l'école du village même c'était?|,elle était loin de chez toi l'école?,#spk2 : euh pff comment on va dire deux kilomètres oui. on y allait euh on y allait euh en voiture enfin on avait pas au début on y allait à pieds parfois à pieds oui parfois euh en mobylette ou en moto mon père il avait une moto à l'époque je me souviens de ça ouais qu'il nous prenait des fois à l'école en moto .||,spontané,Martin
594,#spk2 : et euh après pour des raisons de travail euh on a pas mal bougé quoi mais toujours dans le sud hein toujours dans le sud on a bougé euh on a vécu aussi pas mal de temps dans les pyrénées dans les euh pyré- pas les hautes pyrénées mais euh du côté de saint gaudens tout ça.|,ton père qu'est-ce qu'il faisait ton père ou qu'est-ce qu'il fait encore ton père?,#spk2 : mon père il est retraité pour l'instant mais euh voilà il était il était gendarme donc euh|#spk1 : est-ce qu'il parlait une langue régionale?|#spk2 : euh mes parents tous les deux parlaient le l'occitan oui tous les deux et moi j- j'ai grandi quand même dans un bain un petit peu de d'occitan puisque mes mes grands-parents le parlaient avec mes parents|#spk2 : bon ils parlaient français  mes grand-parents aussi mais souvent entre eux avec mes parents ils parlaient le ils parlaient l'occitan donc moi j'ai entendu même si je sais pas le parler très bien|,spontané,Martin
595,0,et ta mère est-ce qu'elle travaillait elle aussi est-ce qu'elle  ?,#spk2 : non ma mère ne travaillait pas on était euh quatre enfants donc ma mère elle travaillait pas.|#spk1 : donc elle était de la même région hein tu m'as dit qu'elle parlait elle aussi l'occitan euh quelles étu- est-ce qu'elle a fait des études quelles études elle a .|#spk2 : non mes parents sont allés jusqu'au brevet à l'époque voilà ils ont  pas ils ont pas fait d'études après longues.|#spk1 : euh ah la maison de tes parents quels souvenirs tu en conserves est-ce que tu peux me la me la décrire?|,spontané,Martin
596,#spk2 : et il y a une une rivière pendant un temps j'avais une amie qui habitait à côté de la rivière elle changeait de couleur|#spk2 : tous les jours euh avec les les traitements pour euh et les colorants euh un jour le torrent était bleu après il était jaune après il était fantastique|#spk1 : mh  ouais moi ce dont je me rappelle aussi de la montagne noire c'est les c'est les maisons euh ça m'impressionne beaucoup ça les maisons avec  les tuiles là pour protéger les murs du du vent les  les lauzes  ouais|#spk2 : hum hum   oh c'est pas mal c'est joli enfin  mais c'est vrai que la montagne noire c'est un endroit ben c'est justement c'est la montagne noire la terre elle est noire les maisons euh|,vous aimez bien?,#spk2 : ah oui moi je suis née là-bas alors c'est vrai que j'ai un attachement assez particulier euh à ce lieu quoi mais euh c'est j'aime bien le l'ambiance un peu euh euh ça fait un peu euh conte euh conte d'hoffman ou euh|#spk2 : ça fait  allemagne là comme ça avec les grands sapins les les arbres même les arbres ils sont très sombres enfin j'aime bien c'est un lieu sympa.|#spk1 : moi je connais pas très bien je suis passée plusieurs fois en voiture mais bon je connais pas bien||,spontané,Martin
597,#spk1 : et sinon après vous êtes allée à toulouse pour les études?|#spk2 : non  euh en fait j'étais dans la montagne noire quand j'étais petite  ensuite je suis allée euh mes parents ont divorcé donc euh mon père est resté dans la montagne noire et moi je suis partie à paris|#spk1 : ah oui?|#spk2 : euh pendant trois ans  j'habitais à paris et ensuite euh je suis redescendue sur toulouse euh quand j'avais huit ans et maintenant je suis sur toulouse depuis euh depuis douze ans quelque chose commeça|#spk1 : donc paris vous vous en souvenez ou pas?|#spk2 : oui  oui oui  mais j'ai ma grand-mère qui habite à paris donc j'y retourne  oui oui j'y vais très souvent|#spk2 : et j'y vais la semaine prochaine justement   oui|#spk1 : ben  donnez-moi un coup de fil  on pourra boire un coup   vous restez la semaine euh la semaine prochaine  il y a des vacances?|#spk2 : non   il y a pas de vacances|#spk1 : tiens tiens|#spk2 : non non mais euh elle a été malade elle a été très malade  et du coup euh je vais monter pour euh pour la voir un peu euh avant les vacances   je crois que je m'en fou un peu  franchement|#spk2 : sympa pour elle je serais pas la première à pas venir au moins j'ai une raison|#spk1 : absolument là vous avez le droit|#spk2 : oui je le prends de toute façon|#spk1 : absolument le droit aussi  de le prendre  et vos parents qu'est-ce qu'ils faisaient comme euh comme travail?|#spk2 : euh alors j'ai des parents un peu polyvalents   euh alors j'ai mon père qui est ben qui est peintre enfin artiste peintre qui essaie de peindre et de vivre un peu de ce qu'il  de ce qu'il produit c'est pas évident surtout quand on habite dans la montagne noire  là où il y a trois pélerins qui passent tous les quatre ans.|,et sinon après vous êtes allée à toulouse pour les études?,#spk2 : non  euh en fait j'étais dans la montagne noire quand j'étais petite  ensuite je suis allée euh mes parents ont divorcé donc euh mon père est resté dans la montagne noire et moi je suis partie à paris|#spk1 : ah oui?|#spk2 : euh pendant trois ans  j'habitais à paris et ensuite euh je suis redescendue sur toulouse euh quand j'avais huit ans et maintenant je suis sur toulouse depuis euh depuis douze ans quelque chose commeça|#spk1 : donc paris vous vous en souvenez ou pas?|,spontané,Martin
