,previous_5_turn,question,next_5_turn,categorie
0,#spk4 : monsieur,depuis combien de temps habitez-vous Orléans ?,#spk1 : oh ça fait neuf ans depuis dix neuf cent soixante | #spk4 : vous vous plaisez à Orléans ? | #spk1 : oui et non | #spk4 : pourquoi ça ? | #spk1 : bah parce que // j'ai // j'ai toujours euh // je suis Lorrain // alors j'ai // je suis né en Lorraine et puis j'ai toujours été en Lorraine // et je préfère la Lorraine à l'Orléanais,préparé
1,#spk4 : monsieur | #spk4 : depuis combien de temps habitez-vous Orléans ? | #spk1 : oh ça fait neuf ans depuis dix neuf cent soixante,vous vous plaisez à  Orléans ?,#spk4 : pourquoi ça ? | #spk1 : bah parce que // j'ai // j'ai toujours euh // je suis Lorrain // alors j'ai // je suis né en Lorraine et puis j'ai toujours été en Lorraine // et je préfère la Lorraine à l'Orléanais | #spk4 : et est-ce que vous comptez rester à Orléans ? | #spk1 : oh je suis obligé par ma profession | #spk4 : Hm,préparé
2,#spk4 : monsieur | #spk4 : depuis combien de temps habitez-vous Orléans ? | #spk1 : oh ça fait neuf ans depuis dix neuf cent soixante | #spk4 : vous vous plaisez à  Orléans ? | #spk1 : oui et non,pourquoi ça ?,#spk1 : bah parce que // j'ai // j'ai toujours euh // je suis Lorrain // alors j'ai // je suis né en Lorraine et puis j'ai toujours été en Lorraine // et je préfère la Lorraine à l'Orléanais | #spk4 : et est-ce que vous comptez rester à Orléans ? | #spk1 : oh je suis obligé par ma profession | #spk4 : hm | #spk4 :,spontané
1383,#spk1 : et vous avez fait des petits boulots pendant vos études ou pas du tout ?|#spk2 : pff   des petits boulots comme ça de de de commerce mais bon euh ça a pas c'était vraiment ponct- ponctuel quoi !|#spk1 : et donc vous avez eu un poste d'enseignant de portugais c'est à dire votre capes  donc ça fait combien de temps que vous enseignez maint- ?|#spk2 : euh ça fait dix ans.|#spk1 : vous êtes en lycée en ?|#spk2 : euh ben en fait le problème c'est que bon je j'étais partie à lille et quand je suis revenue dans l'académie de toulouse j'ai pas eu de poste fixe donc je suis sur un poste de titulaire-remplaçante bon sans élève.|#spk1 : et donc et les études de lettres vous les avez reprises ou prises quand ?|#spk2 : euh ben cette année enfin bon euh comme c'est vrai je je suis un peu frustrée de ne pas avoir d'élèves et puis euh bon le la situation de de  la discipline est un peu enfin disons il y a il y a pas trop de de poste intéressant pour moi donc je me dis que je vais euh enfin c'est c'est un projet bon c'est pas encore très très clair donc je voudrais me reconvertir en lettres modernes  donc c'est pour ça je me suis inscrite cette année.|#spk1 : et vous êtes en quelle année en fait ?|#spk2 : euh donc j'ai une équivalence en licence mais j'avais deux u.e. de de deug à passer.|#spk1 : donc vous passez tout là cette année il y a des  comment vous|#spk2 : j'assiste à quelques cours bon puisque je je travaille quand même en même temps enfin c'est-à-dire bon je suis rattachée à un c.d.i. euh donc j'ai mes quand même mes heures de c.d.i. et puis je j'assiste qu'à un ou deux cours euh à la fac mais c'est vrai que c'était un peu bon j'ai décidé ça un petit peu au dernier moment à la rentrée donc j'ai pas eu trop le temps de de m'organiser.|#spk1 : donc là ça fait combien de temps que vous êtes enfin que vous n'enseignez pas je dirai vous voyez de façon régulière quoi !|#spk2 : euh que j'ai pas mes classes à moi mes élèves à moi ben ça fait quatre ans.|#spk1 : c'est pas un peu frustrant ?|#spk2 : euh jusqu'ici ça l'était pas parce que j'ai euh bon j'ai fait mes deux enfants donc euh c'est vrai que j'ai pu leur consacrer peut-être plus de temps que si j'avais eu des classes et euh mais maintenant oui c'est frustrant.|#spk1 : hum hum donc euh la vous aimeriez bien parce que vous aviez l'air enfin si vous vous disiez que vous avez décider d'en- d'être enseignante très tôt  donc ça prouve que vous aviez quand même une motivation quoi une espèce de vocation donc pour vous ça doit être quand même un peu|#spk2 : oui oui oui c'est vrai que bon là ça ça me manque quoi de de ne pas enseigner de ne pas faire le clown devant mes élèves.|#spk1 : et à lille ça se passait bien ?|#spk2 : non à lille oui ça se passait professionnellement ça se passait bien puisque j'avais mes classes j'avais mon temps complet.|,et vous avez fait des petits boulots pendant vos études ou pas du tout ?,#spk2 : pff   des petits boulots comme ça de de de commerce mais bon euh ça a pas c'était vraiment ponct- ponctuel quoi !|#spk1 : et donc vous avez eu un poste d'enseignant de portugais c'est à dire votre capes  donc ça fait combien de temps que vous enseignez maint- ?|#spk2 : euh ça fait dix ans.|#spk1 : vous êtes en lycée en ?|,préparé
1384,#spk1 : et vous avez fait des petits boulots pendant vos études ou pas du tout ?|,et donc vous avez eu un poste d'enseignant de portugais c'est à dire votre capes  donc ça fait combien de temps que vous enseignez maint- ?,#spk2 : euh ça fait dix ans.|#spk1 : vous êtes en lycée en ?|#spk2 : euh ben en fait le problème c'est que bon je j'étais partie à lille et quand je suis revenue dans l'académie de toulouse j'ai pas eu de poste fixe donc je suis sur un poste de titulaire-remplaçante bon sans élève.|#spk1 : et donc et les études de lettres vous les avez reprises ou prises quand ?|,spontané
1385,#spk1 : et vous avez fait des petits boulots pendant vos études ou pas du tout ?|#spk2 : pff   des petits boulots comme ça de de de commerce mais bon euh ça a pas c'était vraiment ponct- ponctuel quoi !|#spk1 : et donc vous avez eu un poste d'enseignant de portugais c'est à dire votre capes  donc ça fait combien de temps que vous enseignez maint- ?|,vous êtes en lycée en ?,#spk2 : euh ben en fait le problème c'est que bon je j'étais partie à lille et quand je suis revenue dans l'académie de toulouse j'ai pas eu de poste fixe donc je suis sur un poste de titulaire-remplaçante bon sans élève.|#spk1 : et donc et les études de lettres vous les avez reprises ou prises quand ?|#spk2 : euh ben cette année enfin bon euh comme c'est vrai je je suis un peu frustrée de ne pas avoir d'élèves et puis euh bon le la situation de de  la discipline est un peu enfin disons il y a il y a pas trop de de poste intéressant pour moi donc je me dis que je vais euh enfin c'est c'est un projet bon c'est pas encore très très clair donc je voudrais me reconvertir en lettres modernes  donc c'est pour ça je me suis inscrite cette année.|#spk1 : et vous êtes en quelle année en fait ?|,spontané
1386,#spk2 : pff   des petits boulots comme ça de de de commerce mais bon euh ça a pas c'était vraiment ponct- ponctuel quoi !|#spk1 : et donc vous avez eu un poste d'enseignant de portugais c'est à dire votre capes  donc ça fait combien de temps que vous enseignez maint- ?|#spk2 : euh ça fait dix ans.|#spk1 : vous êtes en lycée en ?|,et donc et les études de lettres vous les avez reprises ou prises quand ?,#spk2 : euh ben cette année enfin bon euh comme c'est vrai je je suis un peu frustrée de ne pas avoir d'élèves et puis euh bon le la situation de de  la discipline est un peu enfin disons il y a il y a pas trop de de poste intéressant pour moi donc je me dis que je vais euh enfin c'est c'est un projet bon c'est pas encore très très clair donc je voudrais me reconvertir en lettres modernes  donc c'est pour ça je me suis inscrite cette année.|#spk1 : et vous êtes en quelle année en fait ?|#spk2 : euh donc j'ai une équivalence en licence mais j'avais deux u.e. de de deug à passer.|#spk1 : donc vous passez tout là cette année il y a des  comment vous|,spontané
1387,#spk2 : euh ça fait dix ans.|#spk1 : vous êtes en lycée en ?|#spk2 : euh ben en fait le problème c'est que bon je j'étais partie à lille et quand je suis revenue dans l'académie de toulouse j'ai pas eu de poste fixe donc je suis sur un poste de titulaire-remplaçante bon sans élève.|#spk1 : et donc et les études de lettres vous les avez reprises ou prises quand ?|,et vous êtes en quelle année en fait ?,#spk2 : euh donc j'ai une équivalence en licence mais j'avais deux u.e. de de deug à passer.|#spk1 : donc vous passez tout là cette année il y a des  comment vous|#spk2 : j'assiste à quelques cours bon puisque je je travaille quand même en même temps enfin c'est-à-dire bon je suis rattachée à un c.d.i. euh donc j'ai mes quand même mes heures de c.d.i. et puis je j'assiste qu'à un ou deux cours euh à la fac mais c'est vrai que c'était un peu bon j'ai décidé ça un petit peu au dernier moment à la rentrée donc j'ai pas eu trop le temps de de m'organiser.|#spk1 : donc là ça fait combien de temps que vous êtes enfin que vous n'enseignez pas je dirai vous voyez de façon régulière quoi !|,spontané
1388,#spk2 : euh donc j'ai une équivalence en licence mais j'avais deux u.e. de de deug à passer.|#spk1 : donc vous passez tout là cette année il y a des  comment vous|#spk2 : j'assiste à quelques cours bon puisque je je travaille quand même en même temps enfin c'est-à-dire bon je suis rattachée à un c.d.i. euh donc j'ai mes quand même mes heures de c.d.i. et puis je j'assiste qu'à un ou deux cours euh à la fac mais c'est vrai que c'était un peu bon j'ai décidé ça un petit peu au dernier moment à la rentrée donc j'ai pas eu trop le temps de de m'organiser.|#spk1 : donc là ça fait combien de temps que vous êtes enfin que vous n'enseignez pas je dirai vous voyez de façon régulière quoi !|,c'est pas un peu frustrant ?,#spk2 : euh jusqu'ici ça l'était pas parce que j'ai euh bon j'ai fait mes deux enfants donc euh c'est vrai que j'ai pu leur consacrer peut-être plus de temps que si j'avais eu des classes et euh mais maintenant oui c'est frustrant.|#spk1 : hum hum donc euh la vous aimeriez bien parce que vous aviez l'air enfin si vous vous disiez que vous avez décider d'en- d'être enseignante très tôt  donc ça prouve que vous aviez quand même une motivation quoi une espèce de vocation donc pour vous ça doit être quand même un peu|#spk2 : oui oui oui c'est vrai que bon là ça ça me manque quoi de de ne pas enseigner de ne pas faire le clown devant mes élèves.|#spk1 : et à lille ça se passait bien ?|,spontané
1389,#spk2 : euh que j'ai pas mes classes à moi mes élèves à moi ben ça fait quatre ans.|#spk1 : c'est pas un peu frustrant ?|#spk2 : euh jusqu'ici ça l'était pas parce que j'ai euh bon j'ai fait mes deux enfants donc euh c'est vrai que j'ai pu leur consacrer peut-être plus de temps que si j'avais eu des classes et euh mais maintenant oui c'est frustrant.|#spk1 : hum hum donc euh la vous aimeriez bien parce que vous aviez l'air enfin si vous vous disiez que vous avez décider d'en- d'être enseignante très tôt  donc ça prouve que vous aviez quand même une motivation quoi une espèce de vocation donc pour vous ça doit être quand même un peu|,et à lille ça se passait bien ?,#spk2 : non à lille oui ça se passait professionnellement ça se passait bien puisque j'avais mes classes j'avais mon temps complet.||,spontané
1390,0,alors est-ce que vous êtes née dans la région de toulouse ?,#spk2 : non je suis pas née dans la région de toulouse en fait je suis née au portugal et donc mes parents ont immigré euh j'avais trois mois donc j'ai juste eu le temps de de naître et euh après ils sont allés dans la région euh en euh de corrèze et puis ils sont venus à toulouse j'avais deux trois ans.|#spk1 : hum hum et après donc vous avez toujours habité toulouse en fait  donc en fait pour vous vos vos racines enfin même si je suppose que le portugal ça compte mais ce- ceci étant pour votre enfance et tout ça c'est toulouse qui vous...|#spk2 : oui oui c'est vrai que c'est toulouse enfin vraiment qui est euh enfin qui est dans ma tête euh dans mon coeur euh il faut euh  enfin je c'est vrai je me sens euh bon vraiment toulousaine quoi !|#spk2 : et euh bon après dans dans le cadre de mes activités professionnelles j'ai du partir euh à lille où je suis restée quatre ans et c'est vrai que ça a été un peu difficile de quitter euh toulouse quoi !|,préparé
1391,#spk1 : alors est-ce que vous êtes née dans la région de toulouse ?|#spk2 : non je suis pas née dans la région de toulouse en fait je suis née au portugal et donc mes parents ont immigré euh j'avais trois mois donc j'ai juste eu le temps de de naître et euh après ils sont allés dans la région euh en euh de corrèze et puis ils sont venus à toulouse j'avais deux trois ans.|#spk1 : hum hum et après donc vous avez toujours habité toulouse en fait  donc en fait pour vous vos vos racines enfin même si je suppose que le portugal ça compte mais ce- ceci étant pour votre enfance et tout ça c'est toulouse qui vous...|#spk2 : oui oui c'est vrai que c'est toulouse enfin vraiment qui est euh enfin qui est dans ma tête euh dans mon coeur euh il faut euh  enfin je c'est vrai je me sens euh bon vraiment toulousaine quoi !|,pour vous en fait vos vos racines où si on vous parle de votre enfance ça évoque tout de suite toulouse en fait ?,#spk2 : ouais hum hum.|#spk1 : d'accord donc en fait euh ben vous justement qu'est-ce que vous aimez vous n'aimiez pas ou qu'est-ce qui vous choquait à lille par rapport à toulouse euh ?|#spk2 : oh 'choquait' non je peux pas dire choquer parce que c'est une région que j'ai euh enfin j'ai beaucoup aimé bon en plus euh  j'y suis restée que quatre ans donc j'y suis restée le temps euh d'apprécier sans euh sans me lasser ou sans sans avoir  le temps de de voir les les défauts je sais pas s'il y en a mais euh non c'est une région que j'ai bien aimée mais c'est vrai que je faisais toujours le va-et-vient euh enfin je revenais toujours à toulouse pour les vacances quoi.|#spk1 : et alors vous ai- qu'est-ce que vous aimez à toulouse en fait si vous avez voyagé en comparant.|,préparé
1392,#spk1 : hum hum et après donc vous avez toujours habité toulouse en fait  donc en fait pour vous vos vos racines enfin même si je suppose que le portugal ça compte mais ce- ceci étant pour votre enfance et tout ça c'est toulouse qui vous...|#spk2 : oui oui c'est vrai que c'est toulouse enfin vraiment qui est euh enfin qui est dans ma tête euh dans mon coeur euh il faut euh  enfin je c'est vrai je me sens euh bon vraiment toulousaine quoi !|#spk2 : et euh bon après dans dans le cadre de mes activités professionnelles j'ai du partir euh à lille où je suis restée quatre ans et c'est vrai que ça a été un peu difficile de quitter euh toulouse quoi !|#spk1 : pour vous en fait vos vos racines où si on vous parle de votre enfance ça évoque tout de suite toulouse en fait ?|,d'accord donc en fait euh ben vous justement qu'est-ce que vous aimez vous n'aimiez pas ou qu'est-ce qui vous choquait à lille par rapport à toulouse euh ?,#spk2 : oh 'choquait' non je peux pas dire choquer parce que c'est une région que j'ai euh enfin j'ai beaucoup aimé bon en plus euh  j'y suis restée que quatre ans donc j'y suis restée le temps euh d'apprécier sans euh sans me lasser ou sans sans avoir  le temps de de voir les les défauts je sais pas s'il y en a mais euh non c'est une région que j'ai bien aimée mais c'est vrai que je faisais toujours le va-et-vient euh enfin je revenais toujours à toulouse pour les vacances quoi.|#spk1 : et alors vous ai- qu'est-ce que vous aimez à toulouse en fait si vous avez voyagé en comparant.|#spk2 : que je sais pas  mais euh bon c'est vrai que c'est la ville de mon enfance de mes amis de mes études euh mais bon définir ce que j'y aime j'avoue que je je sais pas trop je saurais pas le définir là comme ça de suite quoi.|#spk1 : hum hum et vos parents ils étaient donc tous les deux originaires du portugal ?  où exactement au portugal ?|,préparé
